s_m,x_m,y_m,curvature_1_m,track_width_m
664.0,109.5914463967927,-46.1676746654224,0.029285491488956095,12.0
666.0,110.25123718341294,-44.282366138153385,0.029179556424532425,12.0
668.0,110.8024606568946,-42.36753497145071,0.020125787363658797,12.0
670.0,111.2774079994808,-40.42830380176702,0.010866543464217506,12.0
672.0,111.7122100521468,-38.46955305009571,0.0017348129769937041,12.0
674.0,112.1423991592367,-36.49610178562387,-0.002838418775997887,12.0
676.0,112.58601107070345,-34.51097550408377,-0.0021504918495911162,12.0
678.0,113.04122058053393,-32.51516375737713,-0.0014899272460019589,12.0
680.0,113.50512873102537,-30.509546027269494,-0.0008517507202030072,12.0
682.0,113.97483656447501,-28.495001795526356,-0.00023126529468828105,12.0
684.0,114.4474451231801,-26.472410543913234,0.00037597249573825673,12.0
686.0,114.92005544943784,-24.442651754195662,0.0009741773371424324,12.0
688.0,115.38976858554548,-22.406604908139148,0.001567358720510152,12.0
690.0,115.85368557380026,-20.365149487509207,0.002159341635535114,12.0
692.0,116.3089074564994,-18.319164974071363,0.002753782846404685,12.0
694.0,116.7525352759401,-16.26953084959113,0.003354181296451111,12.0
696.0,117.18167007441966,-14.21712659583403,0.003963881152079576,12.0
698.0,117.59341289423526,-12.16283169456558,0.004586065873200649,12.0
700.0,117.98486477768412,-10.107525627551297,0.005223741511625638,12.0
702.0,118.35312676706351,-8.052087876556703,0.005879707218255285,12.0
704.0,118.69529990467066,-5.997397923347308,0.0065565107201511095,12.0
706.0,119.00848523280277,-3.9443352496886392,0.007256386358619733,12.0
708.0,119.28978379375711,-1.8937793373462037,0.007981173226987368,12.0
710.0,119.5362966298309,0.15339033191446638,0.008732211104058108,12.0
712.0,119.74512478332133,2.19629427632786,0.009510212367762082,12.0
714.0,119.91336929652569,4.234053014128467,0.01031510904528653,12.0
716.0,120.03813121174117,6.2657870635507535,0.011145875788848314,12.0
718.0,120.11651157126501,8.29061694282921,0.012000332047701413,12.0
720.0,120.14561141739446,10.307663170198325,0.012874930201099038,12.0
722.0,120.12253179242676,12.316046263892563,0.013764541008354137,12.0
724.0,120.04437373865908,14.314886742146417,0.014662253342944853,12.0
726.0,119.90823829838872,16.30330512319437,0.015559211460240474,12.0
728.0,119.71122651391288,18.280421925270907,0.016444519270092835,12.0
730.0,119.45043942752878,20.245357666610502,0.017305246039125307,12.0
732.0,119.12297808153367,22.19723286544763,0.018126569947117283,12.0
734.0,118.72594351822481,24.135168040016797,0.018892092958235684,12.0
736.0,118.25643677989936,26.05828370855246,0.019584350594401525,12.0
738.0,117.7115589088546,27.96570038928912,0.020185522168188755,12.0
740.0,117.08841094738776,29.856538600461242,0.020678321104049765,12.0
742.0,116.38409393779607,31.72991886030331,0.021047013648172984,12.0
744.0,115.59570892237673,33.58496168704982,0.021278482578959323,12.0
746.0,114.7202931193465,35.420682180338176,0.025344779585821837,12.0
748.0,113.74037133092436,37.212125199702655,0.047422610046842256,12.0
750.0,112.60559331662503,38.88003570952912,0.0736412285218108,12.0
752.0,111.26108273872443,40.337682893633094,0.10183500229028301,12.0
754.0,109.66438636241107,41.510170948660644,0.08558888778726063,12.0
756.0,107.86236000429582,42.40768537315949,0.06209502402563689,12.0
758.0,105.9409282707056,43.077631000558036,0.04399699286185398,12.0
760.0,103.98124642993203,43.57025857625793,0.02488812196642756,12.0
762.0,102.01856552270661,43.960837258170194,0.002914658444917093,12.0
764.0,100.06318433379845,44.3382355144631,-0.01965441734150423,12.0
766.0,98.12481221366643,44.78753027644626,-0.02687581631197354,12.0
